  206.0  |  0.741  68.841  22.087  84.403  |   0.337  97.960  |  85.507  11.652  95.397  | 16 hr 56 min   0.0001
  207.0  |  0.755  67.754  22.087  83.498  |   0.336  97.970  |  85.507  11.652  95.397  | 17 hr 01 min   0.0001
  208.0  |  0.646  78.261  26.456  80.861  |   0.336  97.976  |  85.507  11.652  95.397  | 17 hr 06 min   0.0001
  209.0  |  0.625  79.348  23.544  82.622  |   0.336  97.978  |  85.507  11.652  95.397  | 17 hr 11 min   0.0001
  210.0  |  0.558  80.072  22.327  86.227  |   0.336  97.985  |  85.507  11.652  95.397  | 17 hr 16 min   0.0001
  211.0  |  0.556  82.246  17.477  89.663  |   0.336  97.989  |  85.507  11.652  95.397  | 17 hr 21 min   0.0001
  212.0  |  0.656  78.261  17.958  88.221  |   0.336  97.992  |  85.507  11.652  95.397  | 17 hr 25 min   0.0001
  213.0  |  0.650  75.725  17.477  89.671  |   0.336  97.999  |  85.507  11.652  95.397  | 17 hr 30 min   0.0001
  214.0  |  0.620  79.348  18.934  90.165  |   0.336  98.004  |  85.507  11.652  95.397  | 17 hr 35 min   0.0001
  215.0  |  0.587  80.435  19.174  88.066  |   0.335  98.010  |  85.507  11.652  95.397  | 17 hr 40 min   0.0001
  216.0  |  0.509  82.609  20.631  88.306  |   0.335  98.018  |  85.507  11.652  95.397  | 17 hr 44 min   0.0001
  217.0  |  0.554  81.522  17.718  90.547  |   0.335  98.023  |  85.507  11.652  95.397  | 17 hr 49 min   0.0001
  218.0  |  0.653  76.449  20.631  88.440  |   0.335  98.028  |  85.507  11.652  95.397  | 17 hr 54 min   0.0001
  219.0  |  0.652  76.449  22.087  88.285  |   0.335  98.031  |  85.507  11.652  95.397  | 17 hr 59 min   0.0001
  220.0  |  0.583  77.536  22.327  88.681  |   0.335  98.038  |  85.507  11.652  95.397  | 18 hr 04 min   0.0001
  221.0  |  0.576  78.261  23.544  85.881  |   0.335  98.046  |  85.507  11.652  95.397  | 18 hr 09 min   0.0001
  222.0  |  0.579  78.623  22.087  86.305  |   0.335  98.049  |  85.507  11.652  95.397  | 18 hr 13 min   0.0001
  223.0  |  0.701  72.464  20.871  86.694  |   0.334  98.056  |  85.507  11.652  95.397  | 18 hr 18 min   0.0001
  224.0  |  0.620  76.812  20.631  86.270  |   0.334  98.061  |  85.507  11.652  95.397  | 18 hr 23 min   0.0001
  225.0  |  0.669  73.913  20.631  88.235  |   0.334  98.067  |  85.507  11.652  95.397  | 18 hr 28 min   0.0001
  226.0  |  0.566  81.159  17.477  89.183  |   0.334  98.071  |  85.507  11.652  95.397  | 18 hr 33 min   0.0001
  227.0  |  0.537  82.246  17.477  89.671  |   0.334  98.080  |  85.507  11.652  95.397  | 18 hr 37 min   0.0001
  228.0  |  0.579  78.261  17.477  90.130  |   0.334  98.087  |  85.507  11.652  95.397  | 18 hr 42 min   0.0001
  229.0  |  0.547  85.870  14.805  91.155  |   0.334  98.091  |  85.507  11.652  95.397  | 18 hr 47 min   0.0001
  230.0  |  0.520  85.145  16.502  90.802  |   0.334  98.094  |  85.507  11.652  95.397  | 18 hr 52 min   0.0001
  231.0  |  0.503  84.783  16.261  90.724  |   0.333  98.098  |  85.507  11.652  95.397  | 18 hr 56 min   0.0001
  232.0  |  0.509  84.058  19.174  89.614  |   0.333  98.101  |  85.507  11.652  95.397  | 19 hr 01 min   0.0001
  233.0  |  0.503  85.507  21.847  87.903  |   0.333  98.105  |  85.507  11.652  95.397  | 19 hr 06 min   0.0001
  234.0  |  0.568  84.058  20.631  85.937  |   0.333  98.109  |  85.507  11.652  95.397  | 19 hr 11 min   0.0001
  235.0  |  0.551  82.971  20.631  86.284  |   0.333  98.114  |  85.507  11.652  95.397  | 19 hr 15 min   0.0001
  236.0  |  0.540  83.333  19.174  86.998  |   0.333  98.120  |  85.507  11.652  95.397  | 19 hr 20 min   0.0001
  237.0  |  0.501  85.870  18.934  88.525  |   0.333  98.124  |  85.507  11.652  95.397  | 19 hr 25 min   0.0001
  238.0  |  0.566  83.696  17.958  88.758  |   0.333  98.130  |  85.507  11.652  95.397  | 19 hr 30 min   0.0001
  239.0  |  0.552  82.971  20.390  88.843  |   0.333  98.138  |  85.507  11.652  95.397  | 19 hr 34 min   0.0001
  240.0  |  0.525  84.783  17.718  89.458  |   0.332  98.143  |  85.507  11.652  95.397  | 19 hr 39 min   0.0001
  241.0  |  0.523  84.783  17.718  89.557  |   0.332  98.150  |  85.507  11.652  95.397  | 19 hr 44 min   0.0001
  242.0  |  0.570  80.072  20.631  89.225  |   0.332  98.157  |  85.507  11.652  95.397  | 19 hr 48 min   0.0001
  243.0  |  0.586  80.072  20.871  87.712  |   0.332  98.161  |  85.507  11.652  95.397  | 19 hr 53 min   0.0001
  244.0  |  0.538  85.145  23.303  85.110  |   0.332  98.169  |  85.507  11.652  95.397  | 19 hr 58 min   0.0001
  245.0  |  0.556  82.609  26.456  82.742  |   0.332  98.172  |  85.507  11.652  95.397  | 20 hr 03 min   0.0001
  246.0  |  0.646  77.174  26.216  82.501  |   0.332  98.180  |  85.507  11.652  95.397  | 20 hr 08 min   0.0001
  247.0  |  0.595  80.435  26.456  78.585  |   0.332  98.184  |  85.507  11.652  95.397  | 20 hr 12 min   0.0001
  248.0  |  0.598  78.261  27.913  80.055  |   0.331  98.187  |  85.507  11.652  95.397  | 20 hr 17 min   0.0001
  249.0  |  0.655  76.812  25.000  79.292  |   0.331  98.190  |  85.507  11.652  95.397  | 20 hr 22 min   0.0001
  250.0  |  0.603  77.899  23.544  81.773  |   0.331  98.191  |  85.507  11.652  95.397  | 20 hr 27 min   0.0001
  251.0  |  0.652  77.174  26.456  80.550  |   0.331  98.198  |  85.507  11.652  95.397  | 20 hr 31 min   0.0001
  252.0  |  0.735  70.652  25.000  80.225  |   0.331  98.204  |  85.507  11.652  95.397  | 20 hr 36 min   0.0001
  253.0  |  0.621  78.623  25.000  80.727  |   0.331  98.210  |  85.507  11.652  95.397  | 20 hr 41 min   0.0001
  254.0  |  0.627  78.261  25.000  82.226  |   0.331  98.216  |  85.507  11.652  95.397  | 20 hr 46 min   0.0001
  255.0  |  0.675  73.551  23.544  85.160  |   0.331  98.223  |  85.507  11.652  95.397  | 20 hr 51 min   0.0001
  256.0  |  0.640  74.638  26.456  80.041  |   0.331  98.225  |  85.507  11.652  95.397  | 20 hr 55 min   0.0001
  257.0  |  0.710  73.551  25.000  79.546  |   0.331  98.226  |  85.507  11.652  95.397  | 21 hr 00 min   0.0001
  258.0  |  0.680  74.275  23.544  80.805  |   0.331  98.230  |  85.507  11.652  95.397  | 21 hr 05 min   0.0001
  259.0  |  0.650  76.087  22.087  82.353  |   0.330  98.237  |  85.507  11.652  95.397  | 21 hr 10 min   0.0001
  260.0  |  0.601  83.333  16.502  88.497  |   0.330  98.242  |  85.507  11.652  95.397  | 21 hr 14 min   0.0001
  261.0  |  0.566  81.159  16.021  88.751  |   0.330  98.247  |  85.507  11.652  95.397  | 21 hr 19 min   0.0001
  262.0  |  0.557  82.609  16.261  88.822  |   0.330  98.254  |  85.507  11.652  95.397  | 21 hr 24 min   0.0001
  263.0  |  0.592  80.072  15.045  89.967  |   0.330  98.258  |  85.507  11.652  95.397  | 21 hr 29 min   0.0001
  264.0  |  0.686  76.087  17.477  89.013  |   0.330  98.263  |  85.507  11.652  95.397  | 21 hr 33 min   0.0001
  265.0  |  0.682  73.913  19.174  87.040  |   0.330  98.268  |  85.507  11.652  95.397  | 21 hr 38 min   0.0001
  266.0  |  0.574  78.261  19.174  87.974  |   0.330  98.273  |  85.507  11.652  95.397  | 21 hr 43 min   0.0001
  267.0  |  0.634  80.072  17.718  88.645  |   0.329  98.277  |  85.507  11.652  95.397  | 21 hr 48 min   0.0001
  268.0  |  0.662  76.087  20.390  86.821  |   0.329  98.279  |  85.507  11.652  95.397  | 21 hr 52 min   0.0001
  269.0  |  0.648  74.638  23.544  83.915  |   0.329  98.280  |  85.507  11.652  95.397  | 21 hr 57 min   0.0001
  270.0  |  0.784  64.493  23.784  82.105  |   0.329  98.286  |  85.507  11.652  95.397  | 22 hr 02 min   0.0001
  271.0  |  0.722  71.377  25.000  82.650  |   0.329  98.289  |  85.507  11.652  95.397  | 22 hr 07 min   0.0001
  272.0  |  0.752  69.203  23.544  82.551  |   0.329  98.293  |  85.507  11.652  95.397  | 22 hr 12 min   0.0001
  273.0  |  0.643  75.000  23.784  84.014  |   0.329  98.293  |  85.507  11.652  95.397  | 22 hr 16 min   0.0001
  274.0  |  0.633  76.812  20.631  85.591  |   0.329  98.298  |  85.507  11.652  95.397  | 22 hr 21 min   0.0001
  275.0  |  0.733  71.739  20.631  86.263  |   0.329  98.301  |  85.507  11.652  95.397  | 22 hr 26 min   0.0001
  276.0  |  0.746  70.290  22.087  85.464  |   0.329  98.304  |  85.507  11.652  95.397  | 22 hr 31 min   0.0001
  277.0  |  0.657  76.087  23.544  85.188  |   0.329  98.307  |  85.507  11.652  95.397  | 22 hr 36 min   0.0001
  278.0  |  0.671  74.638  22.087  86.277  |   0.329  98.309  |  85.507  11.652  95.397  | 22 hr 41 min   0.0001
  279.0  |  0.576  81.159  19.415  87.217  |   0.329  98.314  |  85.507  11.652  95.397  | 22 hr 45 min   0.0001
  280.0  |  0.586  80.797  22.087  86.093  |   0.329  98.317  |  85.507  11.652  95.397  | 22 hr 50 min   0.0001
  281.0  |  0.647  78.261  22.087  85.188  |   0.329  98.323  |  85.507  11.652  95.397  | 22 hr 55 min   0.0001
  282.0  |  0.598  80.072  22.087  84.417  |   0.328  98.327  |  85.507  11.652  95.397  | 23 hr 00 min   0.0001
  283.0  |  0.616  79.710  23.544  82.975  |   0.328  98.333  |  85.507  11.652  95.397  | 23 hr 04 min   0.0001
  284.0  |  0.576  79.348  26.456  81.236  |   0.328  98.338  |  85.507  11.652  95.397  | 23 hr 09 min   0.0001
  285.0  |  0.645  78.623  29.369  79.914  |   0.328  98.343  |  85.507  11.652  95.397  | 23 hr 14 min   0.0001
  286.0  |  0.656  75.000  25.000  82.770  |   0.328  98.348  |  85.507  11.652  95.397  | 23 hr 19 min   0.0001
  287.0  |  0.666  73.188  26.216  83.053  |   0.328  98.350  |  85.507  11.652  95.397  | 23 hr 23 min   0.0001
  288.0  |  0.628  78.623  23.544  83.809  |   0.328  98.354  |  85.507  11.652  95.397  | 23 hr 28 min   0.0001
  289.0  |  0.647  77.174  22.087  85.796  |   0.328  98.359  |  85.507  11.652  95.397  | 23 hr 33 min   0.0001
  290.0  |  0.600  79.348  25.000  83.512  |   0.328  98.362  |  85.507  11.652  95.397  | 23 hr 38 min   0.0001
  291.0  |  0.599  79.710  27.913  84.099  |   0.328  98.366  |  85.507  11.652  95.397  | 23 hr 42 min   0.0001
  292.0  |  0.558  81.884  25.000  83.237  |   0.327  98.370  |  85.507  11.652  95.397  | 23 hr 47 min   0.0001
  293.0  |  0.650  78.261  25.000  83.364  |   0.327  98.374  |  85.507  11.652  95.397  | 23 hr 52 min   0.0001
  294.0  |  0.674  72.826  25.000  83.187  |   0.327  98.376  |  85.507  11.652  95.397  | 23 hr 57 min   0.0001
  295.0  |  0.718  73.188  21.847  85.973  |   0.327  98.377  |  85.507  11.652  95.397  | 24 hr 01 min   0.0001
  296.0  |  0.817  68.841  20.631  84.707  |   0.327  98.383  |  85.507  11.652  95.397  | 24 hr 06 min   0.0001
  297.0  |  0.732  73.188  19.174  87.288  |   0.327  98.386  |  85.507  11.652  95.397  | 24 hr 11 min   0.0001
  298.0  |  0.936  57.609  19.174  86.913  |   0.327  98.391  |  85.507  11.652  95.397  | 24 hr 16 min   0.0001
  299.0  |  0.726  71.014  19.415  86.892  |   0.327  98.395  |  85.507  11.652  95.397  | 24 hr 21 min   0.0001
  300.0  |  0.669  76.449  23.544  84.757  |   0.327  98.396  |  85.507  11.652  95.397  | 24 hr 25 min   0.0001
  301.0  |  0.651  80.072  19.174  88.320  |   0.327  98.396  |  85.507  11.652  95.397  | 24 hr 30 min   0.0001
  302.0  |  0.611  79.710  20.631  85.888  |   0.327  98.396  |  85.507  11.652  95.397  | 24 hr 35 min   0.0001
  303.0  |  0.664  76.449  24.760  84.050  |   0.327  98.399  |  85.507  11.652  95.397  | 24 hr 40 min   0.0001
  304.0  |  0.644  80.435  23.544  83.117  |   0.327  98.402  |  85.507  11.652  95.397  | 24 hr 45 min   0.0001
  305.0  |  0.550  79.710  27.673  84.347  |   0.327  98.407  |  85.507  11.652  95.397  | 24 hr 50 min   0.0001
  306.0  |  0.630  76.087  29.369  81.342  |   0.326  98.412  |  85.507  11.652  95.397  | 24 hr 54 min   0.0001
  307.0  |  0.750  68.478  25.000  83.138  |   0.326  98.414  |  85.507  11.652  95.397  | 24 hr 59 min   0.0001
  308.0  |  0.648  81.522  20.631  87.203  |   0.326  98.418  |  85.507  11.652  95.397  | 25 hr 04 min   0.0001
  309.0  |  0.575  84.420  23.544  85.761  |   0.326  98.419  |  85.507  11.652  95.397  | 25 hr 08 min   0.0001
  310.0  |  0.575  83.333  21.847  86.538  |   0.326  98.422  |  85.507  11.652  95.397  | 25 hr 13 min   0.0001
  311.0  |  0.584  78.986  22.327  86.029  |   0.326  98.427  |  85.507  11.652  95.397  | 25 hr 18 min   0.0001
  312.0  |  0.601  80.072  26.456  84.820  |   0.326  98.431  |  85.507  11.652  95.397  | 25 hr 23 min   0.0001
  313.0  |  0.646  78.623  26.456  85.732  |   0.326  98.432  |  85.507  11.652  95.397  | 25 hr 27 min   0.0001
  314.0  |  0.584  80.797  25.000  83.230  |   0.326  98.435  |  85.507  11.652  95.397  | 25 hr 32 min   0.0001
  315.0  |  0.581  83.696  26.216  82.311  |   0.326  98.439  |  85.507  11.652  95.397  | 25 hr 37 min   0.0001
  316.0  |  0.550  85.507  23.544  84.707  |   0.326  98.444  |  85.507  11.652  95.397  | 25 hr 43 min   0.0001
  317.0  |  0.632  77.899  25.000  82.127  |   0.326  98.448  |  85.507  11.652  95.397  | 25 hr 48 min   0.0001
  318.0  |  0.586  83.333  26.456  82.516  |   0.326  98.452  |  85.507  11.652  95.397  | 25 hr 53 min   0.0001
  319.0  |  0.616  79.710  27.913  82.282  |   0.325  98.456  |  85.507  11.652  95.397  | 25 hr 58 min   0.0001
  320.0  |  0.613  81.884  25.000  83.838  |   0.325  98.461  |  85.507  11.652  95.397  | 26 hr 03 min   0.0001
  321.0  |  0.601  80.797  22.087  85.124  |   0.325  98.464  |  85.507  11.652  95.397  | 26 hr 08 min   0.0001
  322.0  |  0.637  77.174  23.544  86.135  |   0.325  98.467  |  85.507  11.652  95.397  | 26 hr 13 min   0.0001
  323.0  |  0.778  71.377  22.087  86.157  |   0.325  98.470  |  85.507  11.652  95.397  | 26 hr 18 min   0.0001
  324.0  |  0.730  74.275  20.871  87.861  |   0.325  98.471  |  85.507  11.652  95.397  | 26 hr 24 min   0.0001
  325.0  |  0.629  79.348  23.544  82.098  |   0.325  98.474  |  85.507  11.652  95.397  | 26 hr 30 min   0.0001
  326.0  |  0.838  65.942  26.456  81.476  |   0.325  98.477  |  85.507  11.652  95.397  | 26 hr 36 min   0.0001
  327.0  |  0.964  56.884  28.153  79.178  |   0.325  98.481  |  85.507  11.652  95.397  | 26 hr 42 min   0.0001
  328.0  |  0.899  60.507  27.913  77.856  |   0.325  98.485  |  85.507  11.652  95.397  | 26 hr 47 min   0.0001
  329.0  |  0.779  69.203  30.826  75.983  |   0.325  98.489  |  85.507  11.652  95.397  | 26 hr 53 min   0.0001
  330.0  |  0.793  67.029  27.913  74.837  |   0.325  98.492  |  85.507  11.652  95.397  | 26 hr 59 min   0.0001
  331.0  |  0.833  64.130  27.913  77.079  |   0.325  98.496  |  85.507  11.652  95.397  | 27 hr 04 min   0.0001
  332.0  |  0.817  65.942  29.610  78.641  |   0.325  98.498  |  85.507  11.652  95.397  | 27 hr 10 min   0.0001
  333.0  |  0.868  62.319  30.826  77.432  |   0.324  98.502  |  85.507  11.652  95.397  | 27 hr 16 min   0.0001
  334.0  |  0.690  72.464  27.913  82.353  |   0.324  98.505  |  85.507  11.652  95.397  | 27 hr 22 min   0.0001
  335.0  |  0.715  74.638  25.240  80.918  |   0.324  98.507  |  85.507  11.652  95.397  | 27 hr 27 min   0.0001
  336.0  |  0.837  63.768  31.066  76.350  |   0.324  98.507  |  85.507  11.652  95.397  | 27 hr 33 min   0.0001
  337.0  |  1.073  52.174  30.826  71.811  |   0.324  98.511  |  85.507  11.652  95.397  | 27 hr 39 min   0.0001
  338.0  |  0.921  56.522  30.826  74.519  |   0.324  98.512  |  85.507  11.652  95.397  | 27 hr 44 min   0.0001
  339.0  |  0.991  53.623  30.826  72.957  |   0.324  98.517  |  85.507  11.652  95.397  | 27 hr 50 min   0.0001
  340.0  |  1.000  52.536  32.282  72.745  |   0.324  98.520  |  85.507  11.652  95.397  | 27 hr 56 min   0.0001
  341.0  |  1.009  51.812  32.282  71.910  |   0.324  98.524  |  85.507  11.652  95.397  | 28 hr 01 min   0.0001
  342.0  |  0.822  65.942  32.282  74.604  |   0.324  98.527  |  85.507  11.652  95.397  | 28 hr 07 min   0.0001
  343.0  |  0.951  56.884  30.826  75.042  |   0.324  98.530  |  85.507  11.652  95.397  | 28 hr 13 min   0.0001
  344.0  |  0.899  60.507  29.369  76.301  |   0.324  98.531  |  85.507  11.652  95.397  | 28 hr 18 min   0.0001
  345.0  |  0.904  61.232  27.913  78.153  |   0.324  98.533  |  85.507  11.652  95.397  | 28 hr 24 min   0.0001
  346.0  |  0.793  65.942  32.523  75.990  |   0.324  98.535  |  85.507  11.652  95.397  | 28 hr 30 min   0.0001
  347.0  |  0.740  71.014  32.042  77.114  |   0.324  98.539  |  85.507  11.652  95.397  | 28 hr 36 min   0.0001
  348.0  |  0.669  74.638  27.673  82.028  |   0.324  98.542  |  85.507  11.652  95.397  | 28 hr 42 min   0.0001
  349.0  |  0.568  80.797  23.303  82.593  |   0.324  98.543  |  85.507  11.652  95.397  | 28 hr 48 min   0.0001
  350.0  |  0.632  78.261  22.087  84.318  |   0.323  98.546  |  85.507  11.652  95.397  | 28 hr 53 min   0.0001
  351.0  |  0.696  74.275  23.544  84.099  |   0.323  98.547  |  85.507  11.652  95.397  | 28 hr 59 min   0.0001
  352.0  |  0.721  71.014  28.153  79.815  |   0.323  98.551  |  85.507  11.652  95.397  | 29 hr 04 min   0.0001
  353.0  |  0.663  76.449  27.913  81.094  |   0.323  98.555  |  85.507  11.652  95.397  | 29 hr 10 min   0.0001
  354.0  |  0.628  78.261  25.240  81.561  |   0.323  98.557  |  85.507  11.652  95.397  | 29 hr 15 min   0.0001
  355.0  |  0.706  71.377  26.456  83.159  |   0.323  98.559  |  85.507  11.652  95.397  | 29 hr 20 min   0.0001
  356.0  |  0.644  75.725  27.673  82.523  |   0.323  98.561  |  85.507  11.652  95.397  | 29 hr 25 min   0.0001
  357.0  |  0.695  71.377  23.544  84.771  |   0.323  98.563  |  85.507  11.652  95.397  | 29 hr 30 min   0.0001
  358.0  |  0.785  66.667  19.174  87.917  |   0.323  98.565  |  85.507  11.652  95.397  | 29 hr 34 min   0.0001
  359.0  |  0.817  63.406  19.174  87.790  |   0.323  98.569  |  85.507  11.652  95.397  | 29 hr 39 min   0.0001
  360.0  |  0.906  55.797  22.087  85.740  |   0.323  98.571  |  85.507  11.652  95.397  | 29 hr 44 min   0.0001
  361.0  |  0.638  77.899  25.000  81.851  |   0.323  98.575  |  85.507  11.652  95.397  | 29 hr 49 min   0.0001
  362.0  |  0.644  76.449  25.000  82.678  |   0.323  98.578  |  85.507  11.652  95.397  | 29 hr 53 min   0.0001
  363.0  |  0.652  75.000  26.216  81.653  |   0.323  98.581  |  85.507  11.652  95.397  | 29 hr 58 min   0.0001
  364.0  |  0.582  79.710  26.456  80.126  |   0.323  98.585  |  85.507  11.652  95.397  | 30 hr 02 min   0.0001
  365.0  |  0.619  78.261  23.544  86.701  |   0.323  98.587  |  85.507  11.652  95.397  | 30 hr 07 min   0.0001
  366.0  |  0.611  81.159  27.913  82.417  |   0.323  98.589  |  85.507  11.652  95.397  | 30 hr 12 min   0.0001
  367.0  |  0.575  82.609  26.456  79.702  |   0.322  98.592  |  85.507  11.652  95.397  | 30 hr 16 min   0.0001
  368.0  |  0.576  81.522  26.456  80.366  |   0.322  98.595  |  85.507  11.652  95.397  | 30 hr 21 min   0.0001
  369.0  |  0.626  80.072  27.913  78.556  |   0.322  98.598  |  85.507  11.652  95.397  | 30 hr 26 min   0.0001
  370.0  |  0.620  80.435  26.456  80.911  |   0.322  98.602  |  85.507  11.652  95.397  | 30 hr 31 min   0.0001
  371.0  |  0.627  81.159  26.456  80.564  |   0.322  98.603  |  85.507  11.652  95.397  | 30 hr 35 min   0.0001
  372.0  |  0.619  77.536  27.913  79.504  |   0.322  98.605  |  85.507  11.652  95.397  | 30 hr 40 min   0.0001
  373.0  |  0.651  76.812  27.673  78.712  |   0.322  98.608  |  85.507  11.652  95.397  | 30 hr 45 min   0.0001
  374.0  |  0.789  68.841  29.369  75.686  |   0.322  98.610  |  85.507  11.652  95.397  | 30 hr 50 min   0.0001
  375.0  |  0.799  68.478  30.826  75.354  |   0.322  98.613  |  85.507  11.652  95.397  | 30 hr 54 min   0.0001
  376.0  |  0.776  71.739  32.282  73.402  |   0.322  98.617  |  85.507  11.652  95.397  | 30 hr 59 min   0.0001
  377.0  |  0.658  77.174  29.610  75.028  |   0.322  98.620  |  85.507  11.652  95.397  | 31 hr 04 min   0.0001
  378.0  |  0.692  74.275  29.369  79.815  |   0.322  98.623  |  85.507  11.652  95.397  | 31 hr 09 min   0.0001
  379.0  |  0.791  66.667  26.456  81.109  |   0.322  98.625  |  85.507  11.652  95.397  | 31 hr 13 min   0.0001
  380.0  |  0.745  71.739  27.913  82.501  |   0.322  98.629  |  85.507  11.652  95.397  | 31 hr 18 min   0.0001
  381.0  |  0.635  78.261  23.544  82.714  |   0.322  98.632  |  85.507  11.652  95.397  | 31 hr 23 min   0.0001
  382.0  |  0.614  77.174  25.000  81.922  |   0.322  98.633  |  85.507  11.652  95.397  | 31 hr 28 min   0.0001
  383.0  |  0.661  77.174  26.456  82.579  |   0.322  98.636  |  85.507  11.652  95.397  | 31 hr 33 min   0.0001
  384.0  |  0.717  72.101  29.369  79.723  |   0.322  98.639  |  85.507  11.652  95.397  | 31 hr 38 min   0.0001
  385.0  |  0.733  74.275  30.585  77.361  |   0.321  98.641  |  85.507  11.652  95.397  | 31 hr 42 min   0.0001
  386.0  |  0.731  73.551  25.000  82.706  |   0.321  98.643  |  85.507  11.652  95.397  | 31 hr 47 min   0.0001
  387.0  |  0.686  81.884  17.718  87.945  |   0.321  98.644  |  85.507  11.652  95.397  | 31 hr 52 min   0.0001
  388.0  |  0.576  81.522  26.456  83.696  |   0.321  98.644  |  85.507  11.652  95.397  | 31 hr 57 min   0.0001
  389.0  |  0.563  81.159  25.240  84.863  |   0.321  98.646  |  85.507  11.652  95.397  | 32 hr 02 min   0.0001
  390.0  |  0.568  83.333  27.913  82.021  |   0.321  98.648  |  85.507  11.652  95.397  | 32 hr 06 min   0.0001
  391.0  |  0.639  83.696  29.369  81.505  |   0.321  98.651  |  85.507  11.652  95.397  | 32 hr 11 min   0.0001
  392.0  |  0.545  84.058  27.673  80.691  |   0.321  98.654  |  85.507  11.652  95.397  | 32 hr 16 min   0.0001
  393.0  |  0.556  84.420  26.456  81.349  |   0.321  98.655  |  85.507  11.652  95.397  | 32 hr 21 min   0.0001
  394.0  |  0.615  81.522  25.000  84.198  |   0.321  98.657  |  85.507  11.652  95.397  | 32 hr 26 min   0.0001
  395.0  |  0.529  82.971  23.544  84.721  |   0.321  98.661  |  85.507  11.652  95.397  | 32 hr 30 min   0.0001
  396.0  |  0.568  81.884  24.760  83.505  |   0.321  98.663  |  85.507  11.652  95.397  | 32 hr 35 min   0.0001
  397.0  |  0.576  82.609  25.000  84.099  |   0.321  98.667  |  85.507  11.652  95.397  | 32 hr 40 min   0.0001
  398.0  |  0.571  81.159  22.327  84.856  |   0.321  98.669  |  85.507  11.652  95.397  | 32 hr 45 min   0.0001
  399.0  |  0.654  77.899  18.934  88.037  |   0.321  98.669  |  85.507  11.652  95.397  | 32 hr 50 min   0.0001
  400.0  |  0.672  76.087  20.631  88.200  |   0.321  98.673  |  85.507  11.652  95.397  | 32 hr 54 min   0.0001
